smiles_harmonized,BileAcid_delta_count,has_primaryAmine,has_secondaryAmine,has_carboxylicAcid,has_alcohol,has_phenol,has_alkene,has_thiol,has_ester,has_phosphate,has_ketone,has_aldehyde,data_source_is,synonyms,mf,monomass,inchikey,csv_file_name,dbid_Broad,dbid_chembl,dbid_FoodDB,dbid_CyanoMetDB,dbid_drugbank,dbid_drugCentral,dbid_HMDB,dbid_PolyphenolDBc,dbid_PolyphenolDBm,dbid_PubChem,dbid_PubChemLite,dbid_NORMAN,dbid_T3DB,delta_mass_for_BAs,commercially_available
COC1=NCCCC1,280.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","6-Methoxy-2,3,4,5-tetrahydropyridine, 6-methoxy-2,3,4,5-tetrahydropyridine",C6H11NO,113.084,YNTUHDRALXNDEQ-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,138567,138567,,,95.07344,True
CCCN(CCC)P(N(CCC)CCC)N(CCC)CCC,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Tri(N,N-di-n-propylamino)phosphine, 5848-64-6",C18H42N3P,331.312,KPDXRSBWIPGWLS-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,138608,138608,,,313.30144,True
CC(C)(C)c1ccccn1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",2-tert-Butylpyridine,C9H13N,135.105,UUIMDJFBHNDZOW-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,138630,138630,,,117.09444,True
CC(=O)C(C)(C)Cl,,0,0,0,0,0,0,0,0,0,1,0,"PubChem, PubChem Lite","2-Butanone, 3-chloro-3-methyl-, 3-chloro-3-methylbutanone",C5H9ClO,120.034,FTJRNNIDCLELRD-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,138631,138631,,,102.02344,True
CC(C)(C)C#CC#CC(C)(C)C,3.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","2,2,7,7-Tetramethylocta-3,5-diyne",C12H18,162.141,VCVMWFDNPLLHKP-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,138671,138671,,,144.13044,True
CCP(CC)CCP(CC)CC,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","1,2-Bis(diethylphosphino)ethane",C10H24P2,206.135,MIOCUERTSIJEDP-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,138745,138745,,,188.12444,True
CCCCCCC(=O)CC(C)C,,0,0,0,0,0,0,0,0,0,1,0,"PubChem, PubChem Lite",2-Methyl-4-decanone,C11H22O,170.167,QNIWMSRDAQBYHO-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,138790,138790,,,152.15644,True
C#CC1CC1,92.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite, NORMAN",Cyclopropylacetylene,C5H6,66.047,NPTDXPDGUHAFKC-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,,,,,,,,138823,138823,NS00022652,,48.03644,True
CN(C)C(=O)Oc1ccccc1,12299.0,0,0,0,0,0,0,0,1,0,0,0,"PubChem, PubChem Lite",Phenyl dimethylcarbamate,C9H11NO2,165.079,MYOHNZJKOAODMX-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,138885,138885,,,147.06844,True
CCCCCC#CCCCCC,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",6-Dodecyne,C12H22,166.172,IHPFQAOOSAGSPN-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,138890,138890,,,148.16144,True
CC(C)(C)c1ccco1,16.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",2-tert-Butylfuran,C8H12O,124.089,BGQBONSBNSNYIO-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,138903,138903,,,106.07844,True
CCCCCCCCCCCC(=O)OC(C)(C)C,,0,0,0,0,0,0,0,1,0,0,0,"PubChem, PubChem Lite",Dodecanoic acid tert-butyl ester,C16H32O2,256.24,WJXKWIFHRZWPET-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,138943,138943,,,238.22944,True
CCCN(CCC)C(=O)c1cccnc1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Nicotinamide, N,N-dipropyl-, N,N-DIPROPYLNICOTINAMIDE",C12H18N2O,206.142,WQTZSTUJSCNCBZ-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,139084,139084,,,188.13144,True
C=CC(=O)NCc1ccccc1,,0,0,0,0,0,1,0,0,0,0,0,"PubChem, PubChem Lite, NORMAN",N-Benzylacrylamide,C10H11NO,161.084,OHLHOLGYGRKZMU-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,,,,,,,,139428,139428,NS00024257,,143.07344,True
CCn1ccccc1=O,58.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","2(1H)-Pyridinone, 1-ethyl-, 13337-79-6",C7H9NO,123.068,MTSQHZHIEDRSOM-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,139434,139434,,,105.05744,True
CCCCCCCCCCCCCCCCCCCCS,,0,0,0,0,0,0,1,0,0,0,0,"PubChem, PubChem Lite",1-Eicosanethiol,C20H42S,314.301,YYHYWOPDNMFEAV-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_yY5syRPydk5BZHR99gU9V3KKKur9aki6Mp9T9imOQfcpl30_Drug and Medication Information.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,139443,139443,,,296.29044,True
C=CCCCCCCCC=C,,0,0,0,0,0,2,0,0,0,0,0,"PubChem, PubChem Lite","1,10-Undecadiene",C11H20,152.157,VOSLXTGMYNYCPW-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,139543,139543,,,134.14644,True
C[Si](C)(C)c1ccccn1,77.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",2-(Trimethylsilyl)pyridine,C8H13NSi,151.082,IBLKFJNZUSUTPB-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,139573,139573,,,133.07144,True
Cn1ccnc1C=O,26.0,0,0,0,0,0,0,0,0,0,0,1,"PubChem, PubChem Lite","1-Methyl-2-imidazolecarboxaldehyde, 13750-81-7",C5H6N2O,110.048,UEBFLTZXUXZPJO-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,139575,139575,,,92.03744,True
CC(C)(C)C#C[Si](C)(C)C,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Silane, (3,3-dimethyl-1-butynyl)trimethyl-, 14630-42-3",C9H18Si,154.118,GKWFJPNWRGGCSB-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,139797,139797,,,136.10744,True
COC[Si](C)(C)C,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",(Methoxymethyl)trimethylsilane,C5H14OSi,118.081,PPNQXAYCPNTVHH-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,139809,139809,,,100.07044,True
C#CCCCC#N,210.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","5-Hexynenitrile, 5-Cyano-1-pentyne",C6H7N,93.0578,JZYKFLLRVPPISG-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,139852,139852,,,75.04724,True
CNC(=O)Nc1ccccc1Cl,994.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",1-(2-Chlorophenyl)-3-methylurea,C8H9ClN2O,184.04,NFUCGJBURDOBPQ-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,139946,139946,,,166.02944,True
CCC(=O)c1ccccc1C(F)(F)F,,0,0,0,0,0,0,0,0,0,1,0,"PubChem, PubChem Lite",2'-(Trifluoromethyl)propiophenone,C10H9F3O,202.061,PUSBIOFSWWHNDD-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,140040,140040,,,184.05044,True
CCC#CC#CCC,39.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","3,5-Octadiyne",C8H10,106.078,LILZEAJBVQOINI-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,140066,140066,,,88.06744,True
CCCC#CC#CCCC,34.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","4,6-Decadiyne",C10H14,134.11,LIWZSNTUMSGWTF-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,140067,140067,,,116.09944,True
Cn1ccnn1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","1-methyl-1H-1,2,3-triazole",C3H5N3,83.0483,JWAWEQBUZOGIBZ-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,140119,140119,,,65.03774,True
Cn1cnnc1Br,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","3-bromo-4-methyl-4H-1,2,4-triazole",C3H4BrN3,160.959,PYMVKLCRJYMSGC-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,140122,140122,,,142.94844,True
Cn1cnnn1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",1-Methyl-1H-tetrazole,C2H4N4,84.0436,OMAFFHIGWTVZOH-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,140123,140123,,,66.03304,True
Cn1ncnn1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",2-Methyltetrazole,C2H4N4,84.0436,VRESBNUEIKZECD-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,140124,140124,,,66.03304,True
CCOC(CCO)OCC,5.0,0,0,0,1,0,0,0,0,0,0,0,"PubChem, PubChem Lite","3,3-Diethoxy-1-propanol",C7H16O3,148.11,ASERXEZXVIJBRO-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,140135,140135,,,130.09944,True
COCCCOC,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","1,3-Dimethoxypropane",C5H12O2,104.084,UUAMLBIYJDPGFU-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,140180,140180,,,86.07344,True
CCCCC(C)(CC)CC,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",3-Ethyl-3-methylheptane,C10H22,142.172,HSOMNBKXPGCNBH-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,140213,140213,,,124.16144,True
COc1ccsc1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",3-Methoxythiophene,C5H6OS,114.014,RFSKGCVUDQRZSD-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,140249,140249,,,96.00344,True
C[Si](C)(C)CSc1ccccc1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",(Phenylthiomethyl)trimethylsilane,C10H16SSi,196.074,UOQDIMYVQSHALM-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,140295,140295,,,178.06344,True
CC[Si](C)(C)N[Si](C)(C)CC,,0,1,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","1,3-Diethyl-1,1,3,3-tetramethyldisilazane",C8H23NSi2,189.137,MHRNQQUEUYMEEH-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,140302,140302,,,171.12644,True
C[Si](C)(C)C#CI,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","1-Iodo-2-(trimethylsilyl)acetylene, 18163-47-8",C5H9ISi,223.952,HNIRHTRSZDSMOF-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,140341,140341,,,205.94144,True
C[Si](C)(C)CS,,0,0,0,0,0,0,1,0,0,0,0,"PubChem, PubChem Lite",Trimethylsilylmethanethiol,C4H12SSi,120.043,IIYTXTQVIDHSSL-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,140342,140342,,,102.03244,True
C[Si](C)(C)c1cccs1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","2-Thienyltrimethylsilane, 18245-28-8",C7H12SSi,156.043,OANGLGSZPSFVDY-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,140360,140360,,,138.03244,True
CCc1ccccc1I,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite, NORMAN","1-Ethyl-2-iodobenzene, Benzene, 1-ethyl-2-iodo-",C8H9I,231.975,ZEJZDNMOGNUIHL-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,,,,,,,,140367,140367,NS00026018,,213.96444,True
CNc1cccnc1,36252.0,0,1,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","N-Methyl-3-pyridinamine, N-methylpyridin-3-amine",C6H8N2,108.069,DBGFNLVRAFYZBI-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,140376,140376,,,90.05844,True
Cc1cc(=O)cc[nH]1,385.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",4-Hydroxy-2-methylpyridine,C6H7NO,109.053,KZDSIZCJICMHJW-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,140400,140400,,,91.04244,True
CSc1cccnc1,205.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Pyridine, 3-(methylthio)-, 3-(Methylthio)pyridine",C6H7NS,125.03,AULOGPOZBOCNSX-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,140425,140425,,,107.01944,True
CCCP(=O)(OCC)OCC,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite, NORMAN","Diethyl propylphosphonate, Diethyl propanephosphonate",C7H17O3P,180.092,RUIKOPXSCCGLOM-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,,,,,,,,140428,140428,NS00026162,,162.08144,True
CC(C)CCC#CCCC(C)C,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","2,9-Dimethyl-5-decyne",C12H22,166.172,RCFYJIGZQAOTFV-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,140552,140552,,,148.16144,True
CC(=O)Nc1ccccc1I,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite, NORMAN","N-(2-Iodophenyl)acetamide, Acetamide, N-(2-iodophenyl)-",C8H8INO,260.965,BCJOKHQYEDXBSF-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,,,,,,,,140559,140559,NS00026381,,242.95444,True
C#CCCC#N,5.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",4-Cyano-1-butyne,C5H5N,79.0422,VMUWIDHKAIGONP-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,140560,140560,,,61.03164,True
COC(=S)SC,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite, NORMAN","Carbonodithioic acid, O,S-dimethyl ester, 19708-81-7",C3H6OS2,121.986,LABVNFAVENLDHB-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,,,,,,,,140571,140571,NS00005877,,103.97544,True
CCCCCC#CCO,,0,0,0,1,0,0,0,0,0,0,0,"PubChem, PubChem Lite",2-Octyn-1-ol,C8H14O,126.104,TTWYFVOMGMBZCF-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,140750,140750,,,108.09344,True
CC#CC(C)C,5866.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",4-Methyl-2-pentyne,C6H10,82.0783,SLMFWJQZLPEDDU-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,140789,140789,,,64.06774,True
CC#CC(=O)OC,1095.0,0,0,0,0,0,0,0,1,0,0,0,"PubChem, PubChem Lite","Methyl 2-butynoate, 23326-27-4",C5H6O2,98.0368,UJQCANQILFWSDJ-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,141019,141019,,,80.02624,True
CP(C)CCP(C)C,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","1,2-Bis(dimethylphosphino)ethane",C6H16P2,150.073,ZKWQSBFSGZJNFP-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,141059,141059,,,132.06244,True
CCC(OC)(OC)OC,9.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",Trimethyl orthopropionate,C6H14O3,134.094,ZGMNAIODRDOMEK-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,141145,141145,,,116.08344,True
C1CSCCSCCSCCS1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","1,4,7,10-Tetrathiacyclododecane",C8H16S4,240.013,MULBAFLKPUVJKC-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,141206,141206,,,222.00244,True
CC(C)CN(CC#N)CC(C)C,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Acetonitrile, diisobutylamino-, Diisobutylaminoacetonitrile",C10H20N2,168.163,ADEQPGWHCPALGB-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,141219,141219,,,150.15244,True
CCCCCCCSCCO,,0,0,0,1,0,0,0,0,0,0,0,"PubChem, PubChem Lite",2-Hydroxyethyl heptyl sulfide,C9H20OS,176.123,SFQDKASLZODHCY-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,141326,141326,,,158.11244,True
CC(C)CCC(C)(C)Cl,5.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","2-Chloro-2,5-dimethylhexane",C8H17Cl,148.102,SVRDRJZPEYTXKX-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,141477,141477,,,130.09144,True
CCOP(=O)(NC1CCCCC1)OCC,,0,1,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Diethyl cyclohexylaminophosphonate, 32405-88-2",C10H22NO3P,235.134,XMUAKNOOEOGTHY-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,141705,141705,,,217.12344,True
COCC(OC)(OC)OC,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","1,1,1,2-Tetramethoxyethane",C6H14O4,150.089,VPZFYLQMPOIPKH-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,141897,141897,,,132.07844,True
